"years","L.ht","M.ht","S.ht","L.wt","M.wt","S.wt","L.bmi","M.bmi","S.bmi","L.head","M.head","S.head","L.sitht","M.sitht","S.sitht","L.leglen","M.leglen","S.leglen","L.waist","M.waist","S.waist","L.bfat","M.bfat","S.bfat","sex"
7.083,1,121.77,0.04265,-0.754,23.2141,0.15317,-1.323,15.7,0.10918,1,52.638,0.02294,1,65.382,0.0438,1,55.957,0.05284,-2.228414,52.87951,0.073076,-0.8367646,20.26715,0.1747367,"2"
7.167,1,122.28,0.04268,-0.758,23.4517,0.15409,-1.325,15.723,0.10981,1,52.673,0.02294,1,65.616,0.0438,1,56.245,0.05284,-2.242783,52.98993,0.07333,-0.826756,20.35347,0.1754783,"2"
7.25,1,122.79,0.04271,-0.762,23.691,0.155,-1.328,15.748,0.11044,1,52.707,0.02295,1,65.851,0.0438,1,56.53,0.05284,-2.2568,53.10114,0.073583,-0.8167474,20.43927,0.1762116,"2"
7.333,1,123.31,0.04273,-0.766,23.933,0.15591,-1.33,15.772,0.11106,1,52.741,0.02296,1,66.087,0.0438,1,56.815,0.05284,-2.270415,53.21285,0.073835,-0.8067387,20.52454,0.1769361,"2"
7.417,1,123.82,0.04276,-0.77,24.1756,0.15682,-1.332,15.798,0.11167,1,52.775,0.02296,1,66.322,0.0438,1,57.098,0.05284,-2.283592,53.32485,0.074086,-0.7967301,20.60923,0.1776516,"2"
7.5,1,124.33,0.04278,-0.774,24.419,0.15772,-1.334,15.824,0.11228,1,52.809,0.02297,1,66.557,0.0438,1,57.381,0.05284,-2.296302,53.43692,0.074334,-0.7867215,20.69334,0.178358,"2"
7.583,1,124.84,0.04281,-0.777,24.6625,0.1586,-1.336,15.85,0.11288,1,52.842,0.02298,1,66.791,0.0438,1,57.662,0.05284,-2.308517,53.54886,0.07458,-0.7767128,20.77685,0.179055,"2"
7.667,1,125.34,0.04284,-0.78,24.907,0.15947,-1.338,15.877,0.11346,1,52.876,0.02299,1,67.025,0.0438,1,57.943,0.05284,-2.320207,53.66046,0.074823,-0.7667041,20.85975,0.1797424,"2"
7.75,1,125.85,0.04287,-0.783,25.153,0.16033,-1.339,15.905,0.11404,1,52.909,0.023,1,67.257,0.0438,1,58.224,0.05284,-2.331347,53.77154,0.075063,-0.7566955,20.94204,0.1804201,"2"
7.833,1,126.35,0.0429,-0.785,25.398,0.16117,-1.341,15.934,0.11461,1,52.942,0.02301,1,67.487,0.0438,1,58.504,0.05284,-2.341917,53.88198,0.075299,-0.7466868,21.0237,0.1810877,"2"
7.917,1,126.85,0.04293,-0.787,25.6434,0.16201,-1.342,15.963,0.11517,1,52.975,0.02302,1,67.717,0.0438,1,58.784,0.05284,-2.351906,53.99168,0.075532,-0.7366781,21.1047,0.1817453,"2"
8,1,127.34,0.04298,-0.789,25.889,0.16282,-1.344,15.993,0.11572,1,53.008,0.02303,1,67.946,0.0438,1,59.065,0.05284,-2.361305,54.10058,0.07576,-0.7266694,21.18503,0.1823924,"2"
8.083,1,127.82,0.04302,-0.79,26.1335,0.16363,-1.345,16.022,0.11625,1,53.041,0.02304,1,68.174,0.0438,1,59.344,0.05284,-2.370108,54.20861,0.075985,-0.7166607,21.26467,0.1830288,"2"
8.167,1,128.3,0.04308,-0.792,26.378,0.16443,-1.345,16.054,0.11679,1,53.073,0.02305,1,68.4,0.0438,1,59.625,0.05284,-2.378314,54.31581,0.076206,-0.706652,21.34357,0.1836541,"2"
8.25,1,128.76,0.04314,-0.792,26.622,0.16521,-1.346,16.085,0.1173,1,53.106,0.02306,1,68.625,0.0438,1,59.905,0.05284,-2.385924,54.42225,0.076422,-0.6966433,21.42171,0.1842678,"2"
8.333,1,129.23,0.04321,-0.793,26.8659,0.16599,-1.347,16.118,0.1178,1,53.138,0.02308,1,68.848,0.0438,1,60.184,0.05284,-2.392938,54.52801,0.076635,-0.6866345,21.49904,0.1848697,"2"
8.417,1,129.69,0.04328,-0.793,27.1105,0.16677,-1.347,16.15,0.1183,1,53.169,0.02309,1,69.068,0.0438,1,60.462,0.05284,-2.399365,54.63318,0.076845,-0.6766258,21.5755,0.1854593,"2"
8.5,1,130.14,0.04336,-0.793,27.355,0.16754,-1.348,16.184,0.11879,1,53.201,0.0231,1,69.287,0.0438,1,60.74,0.05284,-2.405211,54.73782,0.07705,-0.666617,21.65107,0.1860365,"2"
8.583,1,130.59,0.04345,-0.793,27.6011,0.16832,-1.348,16.218,0.11926,1,53.232,0.02312,1,69.505,0.0438,1,61.016,0.05284,-2.41049,54.84203,0.077252,-0.6566083,21.72569,0.1866012,"2"
8.667,1,131.03,0.04354,-0.792,27.85,0.16909,-1.348,16.253,0.11972,1,53.264,0.02313,1,69.722,0.0438,1,61.293,0.05284,-2.415215,54.9459,0.077451,-0.6465995,21.79929,0.1871535,"2"
8.75,1,131.48,0.04364,-0.791,28.101,0.16987,-1.349,16.288,0.12017,1,53.295,0.02315,1,69.937,0.0438,1,61.567,0.05284,-2.419402,55.04957,0.077646,-0.6365907,21.87179,0.1876934,"2"
8.833,1,131.92,0.04375,-0.789,28.3567,0.17064,-1.349,16.324,0.1206,1,53.326,0.02316,1,70.153,0.0438,1,61.842,0.05284,-2.423063,55.15319,0.077837,-0.6265818,21.94311,0.1882211,"2"
8.917,1,132.37,0.04387,-0.787,28.6159,0.17141,-1.348,16.361,0.12103,1,53.357,0.02318,1,70.368,0.0438,1,62.115,0.05284,-2.426206,55.25689,0.078024,-0.616573,22.01318,0.1887364,"2"
9,1,132.82,0.04399,-0.785,28.88,0.17218,-1.348,16.399,0.12144,1,53.387,0.0232,1,70.583,0.0438,1,62.388,0.05284,-2.428843,55.36078,0.078208,-0.6065642,22.08193,0.1892393,"2"
9.083,1,133.27,0.04412,-0.782,29.1481,0.17294,-1.348,16.437,0.12185,1,53.417,0.02321,1,70.798,0.0438,1,62.661,0.05284,-2.430981,55.46495,0.078387,-0.5965553,22.14927,0.1897297,"2"
9.167,1,133.73,0.04426,-0.779,29.4203,0.17369,-1.347,16.475,0.12223,1,53.448,0.02323,1,71.012,0.0438,1,62.935,0.05284,-2.432634,55.56949,0.078562,-0.5865464,22.21518,0.1902076,"2"
9.25,1,134.19,0.0444,-0.776,29.697,0.17445,-1.347,16.515,0.12261,1,53.477,0.02325,1,71.227,0.0438,1,63.21,0.05284,-2.433817,55.67452,0.078732,-0.5765375,22.27958,0.1906729,"2"
9.333,1,134.65,0.04455,-0.772,29.9771,0.1752,-1.346,16.555,0.12298,1,53.507,0.02327,1,71.442,0.0438,1,63.485,0.05284,-2.434552,55.78017,0.078897,-0.5665286,22.34245,0.1911254,"2"
9.417,1,135.12,0.04471,-0.768,30.2597,0.17594,-1.346,16.596,0.12333,1,53.537,0.02328,1,71.656,0.0438,1,63.761,0.05284,-2.434856,55.88662,0.079057,-0.5565196,22.40372,0.1915649,"2"
9.5,1,135.59,0.04487,-0.764,30.545,0.17668,-1.345,16.637,0.12367,1,53.566,0.0233,1,71.871,0.0438,1,64.039,0.05284,-2.434747,55.99401,0.079211,-0.5465106,22.46332,0.1919913,"2"
9.583,1,136.06,0.04504,-0.758,30.8335,0.17742,-1.344,16.679,0.124,1,53.595,0.02332,1,72.087,0.0438,1,64.319,0.05284,-2.434237,56.10255,0.07936,-0.5365017,22.52122,0.1924041,"2"
9.667,1,136.53,0.04521,-0.753,31.1243,0.17816,-1.343,16.722,0.12432,1,53.624,0.02334,1,72.303,0.0438,1,64.599,0.05284,-2.433346,56.21243,0.079502,-0.5264927,22.57737,0.1928034,"2"
9.75,1,137,0.04538,-0.747,31.417,0.17891,-1.342,16.765,0.12462,1,53.653,0.02336,1,72.52,0.0438,1,64.882,0.05284,-2.432087,56.32379,0.079638,-0.5164837,22.63173,0.1931888,"2"
9.833,1,137.48,0.04556,-0.74,31.7122,0.17967,-1.341,16.809,0.12492,1,53.681,0.02338,1,72.739,0.0438,1,65.165,0.05284,-2.430459,56.43675,0.079765,-0.5064746,22.68429,0.1935605,"2"
9.917,1,137.95,0.04574,-0.733,32.0096,0.18044,-1.34,16.853,0.1252,1,53.71,0.0234,1,72.961,0.0438,1,65.451,0.05284,-2.428459,56.55138,0.079886,-0.4964655,22.73501,0.1939182,"2"
10,1,138.43,0.04593,-0.725,32.308,0.18122,-1.339,16.898,0.12547,1,53.738,0.02342,1,73.185,0.0438,1,65.737,0.05284,-2.426084,56.66781,0.079997,-0.4864565,22.78387,0.1942621,"2"
10.083,1,138.9,0.04612,-0.717,32.6075,0.18201,-1.338,16.943,0.12573,1,53.766,0.02344,1,73.413,0.0438,1,66.023,0.05284,-2.423336,56.78622,0.080101,-0.4764473,22.83089,0.1945924,"2"
10.167,1,139.38,0.0463,-0.708,32.9083,0.1828,-1.337,16.99,0.12598,1,53.794,0.02346,1,73.644,0.0438,1,66.31,0.05284,-2.420215,56.90681,0.080195,-0.4664382,22.87609,0.1949091,"2"
10.25,1,139.86,0.04649,-0.699,33.212,0.18359,-1.336,17.036,0.12622,1,53.821,0.02348,1,73.88,0.0438,1,66.597,0.05284,-2.41672,57.0297,0.080279,-0.4564291,22.91952,0.1952125,"2"
10.333,1,140.33,0.04667,-0.69,33.5147,0.18437,-1.334,17.083,0.12644,1,53.848,0.0235,1,74.121,0.0438,1,66.884,0.05284,-2.412847,57.155,0.080352,-0.4464199,22.96124,0.1955028,"2"
10.417,1,140.81,0.04685,-0.68,33.8213,0.18514,-1.333,17.131,0.12666,1,53.875,0.02352,1,74.368,0.0438,1,67.17,0.05284,-2.40859,57.28275,0.080415,-0.4364107,23.00131,0.1957805,"2"
10.5,1,141.28,0.04702,-0.669,34.129,0.18588,-1.332,17.179,0.12687,1,53.902,0.02354,1,74.62,0.0438,1,67.457,0.05284,-2.40395,57.41292,0.080466,-0.4264015,23.03983,0.1960458,"2"
10.583,1,141.76,0.04719,-0.658,34.4393,0.1866,-1.33,17.227,0.12706,1,53.929,0.02356,1,74.878,0.0438,1,67.741,0.05284,-2.39893,57.54552,0.080506,-0.4163923,23.07686,0.1962992,"2"
10.667,1,142.23,0.04734,-0.647,34.7518,0.18729,-1.329,17.277,0.12725,1,53.955,0.02358,1,75.142,0.0438,1,68.025,0.05284,-2.393545,57.68052,0.080535,-0.406383,23.11251,0.1965411,"2"
10.75,1,142.71,0.04749,-0.635,35.068,0.18794,-1.327,17.327,0.12742,1,53.982,0.0236,1,75.411,0.0438,1,68.307,0.05284,-2.387808,57.81794,0.080551,-0.3963737,23.14685,0.1967718,"2"
10.833,1,143.18,0.04762,-0.623,35.3845,0.18855,-1.326,17.377,0.12759,1,54.007,0.02362,1,75.684,0.0438,1,68.587,0.05284,-2.381733,57.95775,0.080555,-0.3863645,23.17997,0.1969919,"2"
10.917,1,143.65,0.04774,-0.61,35.7048,0.18911,-1.324,17.427,0.12774,1,54.033,0.02364,1,75.961,0.0438,1,68.866,0.05284,-2.375335,58.09997,0.080547,-0.3763551,23.21198,0.197202,"2"
11,1,144.12,0.04785,-0.597,36.03,0.18961,-1.322,17.478,0.12789,1,54.06,0.02366,1,76.242,0.0438,1,69.143,0.05284,-2.368631,58.24457,0.080527,-0.3663458,23.24296,0.1974028,"2"
11.083,1,144.59,0.04793,-0.584,36.3582,0.19004,-1.321,17.53,0.12803,1,54.085,0.02369,1,76.527,0.0438,1,69.417,0.05284,-2.361638,58.39149,0.080494,-0.3563365,23.27294,0.1975948,"2"
11.167,1,145.06,0.048,-0.57,36.6911,0.1904,-1.319,17.581,0.12816,1,54.11,0.02371,1,76.813,0.0438,1,69.689,0.05284,-2.354374,58.54064,0.080449,-0.3463271,23.30195,0.1977789,"2"
11.25,1,145.53,0.04805,-0.556,37.029,0.19066,-1.318,17.634,0.12827,1,54.135,0.02373,1,77.102,0.0438,1,69.957,0.05284,-2.34686,58.6919,0.080391,-0.3363177,23.33003,0.1979557,"2"
11.333,1,146,0.04808,-0.541,37.3731,0.19082,-1.316,17.687,0.12838,1,54.16,0.02375,1,77.392,0.0438,1,70.223,0.05284,-2.339108,58.84515,0.080322,-0.3263083,23.35723,0.1981261,"2"
11.417,1,146.47,0.04809,-0.526,37.7197,0.19089,-1.314,17.739,0.12849,1,54.185,0.02377,1,77.684,0.0438,1,70.485,0.05284,-2.331124,59.00022,0.08024,-0.3162989,23.3836,0.1982905,"2"
11.5,1,146.93,0.04808,-0.511,38.074,0.19084,-1.312,17.793,0.12858,1,54.21,0.02379,1,77.976,0.0438,1,70.744,0.05284,-2.322912,59.15686,0.080147,-0.3062895,23.40916,0.1984498,"2"
11.583,1,147.4,0.04805,-0.496,38.4331,0.19067,-1.311,17.846,0.12866,1,54.235,0.02381,1,78.268,0.0438,1,70.998,0.05284,-2.314475,59.31478,0.080044,-0.29628,23.43393,0.1986047,"2"
11.667,1,147.87,0.04799,-0.48,38.7977,0.19039,-1.309,17.9,0.12875,1,54.259,0.02384,1,78.56,0.0438,1,71.247,0.05284,-2.305811,59.47364,0.079931,-0.2862706,23.45795,0.1987559,"2"
11.75,1,148.34,0.04792,-0.465,39.168,0.19,-1.307,17.954,0.12882,1,54.283,0.02386,1,78.851,0.0438,1,71.49,0.05284,-2.296935,59.63309,0.079809,-0.2762611,23.48127,0.1989043,"2"
11.833,1,148.82,0.04782,-0.449,39.5443,0.1895,-1.306,18.008,0.12888,1,54.307,0.02388,1,79.14,0.0438,1,71.729,0.05284,-2.287864,59.79276,0.07968,-0.2662516,23.50393,0.1990505,"2"
11.917,1,149.28,0.0477,-0.434,39.9272,0.18891,-1.304,18.062,0.12894,1,54.331,0.0239,1,79.428,0.0438,1,71.96,0.05284,-2.278616,59.95226,0.079544,-0.2562421,23.526,0.1991953,"2"
12,1,149.76,0.04755,-0.418,40.316,0.18821,-1.302,18.117,0.12899,1,54.355,0.02392,1,79.712,0.0438,1,72.186,0.05284,-2.269204,60.11125,0.079402,-0.2462325,23.54753,0.1993395,"2"
12.083,1,150.24,0.04739,-0.403,40.7118,0.18743,-1.3,18.172,0.12903,1,54.378,0.02394,1,79.992,0.0438,1,72.404,0.05284,-2.259643,60.26948,0.079256,-0.236223,23.56861,0.1994838,"2"
12.167,1,150.71,0.04721,-0.388,41.1136,0.18656,-1.299,18.227,0.12907,1,54.401,0.02396,1,80.266,0.0438,1,72.616,0.05284,-2.24995,60.42673,0.079105,-0.2262134,23.58925,0.1996289,"2"
12.25,1,151.18,0.04701,-0.374,41.5218,0.18563,-1.297,18.281,0.1291,1,54.424,0.02398,1,80.535,0.0438,1,72.819,0.05284,-2.240147,60.5828,0.078951,-0.2162039,23.60951,0.1997757,"2"
12.333,1,151.66,0.0468,-0.36,41.9359,0.18462,-1.295,18.337,0.12913,1,54.447,0.024,1,80.796,0.0438,1,73.016,0.05284,-2.230258,60.73751,0.078795,-0.2061943,23.6294,0.1999246,"2"
12.417,1,152.13,0.04657,-0.347,42.3549,0.18355,-1.293,18.391,0.12915,1,54.47,0.02403,1,81.049,0.0438,1,73.206,0.05284,-2.220308,60.89066,0.078636,-0.1961847,23.64896,0.2000763,"2"
12.5,1,152.6,0.04632,-0.335,42.7779,0.18243,-1.291,18.446,0.12917,1,54.492,0.02405,1,81.294,0.0438,1,73.388,0.05284,-2.210323,61.04207,0.078476,-0.186175,23.66822,0.2002313,"2"
12.583,1,153.06,0.04606,-0.324,43.2045,0.18128,-1.29,18.5,0.12918,1,54.515,0.02407,1,81.532,0.0438,1,73.563,0.05284,-2.200323,61.19159,0.078316,-0.1761654,23.68722,0.2003902,"2"
12.667,1,153.52,0.04579,-0.313,43.6328,0.18009,-1.288,18.555,0.12918,1,54.537,0.02409,1,81.761,0.0438,1,73.73,0.05284,-2.190329,61.33912,0.078155,-0.1661558,23.70598,0.2005536,"2"
12.75,1,153.96,0.04551,-0.304,44.0635,0.17887,-1.286,18.61,0.12919,1,54.559,0.02411,1,81.983,0.0438,1,73.891,0.05284,-2.180361,61.48458,0.077993,-0.1561461,23.72454,0.2007222,"2"
12.833,1,154.41,0.04522,-0.295,44.4952,0.17764,-1.284,18.664,0.12919,1,54.581,0.02413,1,82.197,0.0438,1,74.045,0.05284,-2.170439,61.6279,0.077832,-0.1461365,23.74294,0.2008964,"2"
12.917,1,154.85,0.04492,-0.288,44.9259,0.17641,-1.283,18.718,0.12918,1,54.603,0.02415,1,82.403,0.0438,1,74.192,0.05284,-2.160581,61.76901,0.077672,-0.1361268,23.76121,0.2010767,"2"
13,1,155.28,0.04462,-0.281,45.3568,0.17518,-1.281,18.772,0.12917,1,54.624,0.02417,1,82.603,0.0438,1,74.332,0.05284,-2.150805,61.90788,0.077512,-0.1261171,23.77937,0.2012638,"2"
13.083,1,155.7,0.04431,-0.276,45.7863,0.17395,-1.279,18.825,0.12916,1,54.646,0.02419,1,82.795,0.0438,1,74.467,0.05284,-2.141126,62.04443,0.077354,-0.1161074,23.79741,0.2014581,"2"
13.167,1,156.11,0.044,-0.271,46.2121,0.17275,-1.277,18.88,0.12914,1,54.667,0.02421,1,82.981,0.0438,1,74.596,0.05284,-2.131561,62.17856,0.077197,-0.1060977,23.81535,0.20166,"2"
13.25,1,156.52,0.04369,-0.268,46.6333,0.17156,-1.276,18.932,0.12913,1,54.688,0.02423,1,83.16,0.0438,1,74.719,0.05284,-2.122115,62.31012,0.077041,-0.09608793,23.83318,0.2018698,"2"
13.333,1,156.91,0.04338,-0.266,47.0457,0.1704,-1.274,18.985,0.1291,1,54.71,0.02425,1,83.333,0.0438,1,74.837,0.05284,-2.112789,62.43891,0.076888,-0.08607819,23.85088,0.2020879,"2"
13.417,1,157.28,0.04307,-0.265,47.4516,0.16924,-1.272,19.038,0.12908,1,54.731,0.02427,1,83.499,0.0438,1,74.95,0.05284,-2.103591,62.56481,0.076736,-0.07606843,23.86842,0.2023147,"2"
13.5,1,157.65,0.04276,-0.265,47.8494,0.16809,-1.271,19.09,0.12905,1,54.751,0.02429,1,83.66,0.0438,1,75.057,0.05284,-2.094529,62.68776,0.076587,-0.06605866,23.88575,0.2025505,"2"
13.583,1,158,0.04245,-0.266,48.2413,0.16693,-1.269,19.142,0.12902,1,54.772,0.02431,1,83.817,0.0438,1,75.16,0.05284,-2.085608,62.80767,0.07644,-0.05604888,23.90283,0.2027956,"2"
13.667,1,158.35,0.04215,-0.267,48.6218,0.16579,-1.267,19.194,0.12899,1,54.793,0.02433,1,83.967,0.0438,1,75.259,0.05284,-2.076835,62.92452,0.076296,-0.04603908,23.91963,0.2030503,"2"
13.75,1,158.69,0.04185,-0.27,48.993,0.16465,-1.266,19.244,0.12895,1,54.813,0.02435,1,84.113,0.0438,1,75.352,0.05284,-2.068206,63.03825,0.076154,-0.03602927,23.93611,0.2033147,"2"
13.833,1,159.01,0.04156,-0.274,49.3568,0.1635,-1.264,19.295,0.12892,1,54.833,0.02437,1,84.254,0.0438,1,75.442,0.05284,-2.059718,63.14885,0.076016,-0.02601945,23.95226,0.2035892,"2"
13.917,1,159.31,0.04127,-0.278,49.7081,0.16237,-1.262,19.345,0.12888,1,54.853,0.02439,1,84.39,0.0438,1,75.528,0.05284,-2.051369,63.25637,0.075882,-0.01600962,23.96806,0.2038739,"2"
14,1,159.61,0.041,-0.284,50.052,0.16124,-1.261,19.395,0.12884,1,54.873,0.02441,1,84.521,0.0438,1,75.61,0.05284,-2.043159,63.3609,0.075752,-0.00599977,23.9835,0.2041691,"2"
14.083,1,159.89,0.04073,-0.289,50.3846,0.16014,-1.259,19.445,0.12879,1,54.894,0.02442,1,84.648,0.0438,1,75.688,0.05284,-2.035086,63.46253,0.075627,0.00401009,23.99858,0.2044748,"2"
14.167,1,160.16,0.04046,-0.296,50.7117,0.15904,-1.258,19.493,0.12875,1,54.913,0.02444,1,84.772,0.0438,1,75.764,0.05284,-2.027146,63.56133,0.075507,0.01401996,24.01328,0.2047911,"2"
14.25,1,160.42,0.04021,-0.303,51.024,0.15798,-1.256,19.542,0.1287,1,54.933,0.02446,1,84.89,0.0438,1,75.835,0.05284,-2.019334,63.65742,0.075392,0.02402985,24.02762,0.2051181,"2"
14.333,1,160.67,0.03997,-0.31,51.3267,0.15695,-1.254,19.589,0.12866,1,54.953,0.02448,1,85.004,0.0438,1,75.904,0.05284,-2.011647,63.7509,0.075282,0.03403974,24.0416,0.205456,"2"
14.417,1,160.9,0.03974,-0.318,51.621,0.15595,-1.253,19.637,0.12861,1,54.972,0.0245,1,85.115,0.0438,1,75.97,0.05284,-2.004081,63.84191,0.075177,0.04404965,24.05524,0.2058046,"2"
14.5,1,161.12,0.03952,-0.326,51.903,0.15499,-1.251,19.684,0.12856,1,54.992,0.02452,1,85.222,0.0438,1,76.033,0.05284,-1.996631,63.93055,0.075078,0.05405957,24.06855,0.2061641,"2"
14.583,1,161.32,0.03931,-0.335,52.176,0.15406,-1.25,19.73,0.12851,1,55.011,0.02454,1,85.327,0.0438,1,76.095,0.05284,-1.98929,64.01694,0.074983,0.0640695,24.08157,0.2065345,"2"
14.667,1,161.52,0.0391,-0.343,52.4404,0.15316,-1.248,19.776,0.12846,1,55.03,0.02455,1,85.429,0.0438,1,76.153,0.05284,-1.982053,64.10117,0.074893,0.07407945,24.09431,0.2069157,"2"
14.75,1,161.71,0.03892,-0.352,52.693,0.15232,-1.247,19.822,0.1284,1,55.049,0.02457,1,85.527,0.0438,1,76.21,0.05284,-1.974913,64.1834,0.074808,0.08408941,24.10679,0.2073077,"2"
14.833,1,161.88,0.03874,-0.361,52.9367,0.15152,-1.245,19.866,0.12835,1,55.068,0.02459,1,85.622,0.0438,1,76.263,0.05284,-1.967868,64.26376,0.074728,0.09409937,24.11905,0.2077104,"2"
14.917,1,162.03,0.03858,-0.369,53.1707,0.15075,-1.244,19.911,0.1283,1,55.087,0.02461,1,85.716,0.0438,1,76.315,0.05284,-1.960913,64.34243,0.074652,0.1041093,24.13108,0.2081237,"2"
15,1,162.18,0.03842,-0.378,53.3947,0.15005,-1.242,19.955,0.12824,1,55.106,0.02462,1,85.807,0.0438,1,76.365,0.05284,-1.954043,64.41958,0.07458,0.1141193,24.14293,0.2085476,"2"
15.083,1,162.32,0.03828,-0.386,53.6118,0.14938,-1.241,19.998,0.12819,1,55.124,0.02464,1,85.895,0.0438,1,76.413,0.05284,-1.947252,64.49539,0.074512,0.1241293,24.15459,0.2089818,"2"
15.167,1,162.44,0.03815,-0.395,53.8203,0.14875,-1.239,20.041,0.12813,1,55.142,0.02466,1,85.982,0.0438,1,76.458,0.05284,-1.940531,64.57001,0.074448,0.1341393,24.1661,0.2094261,"2"
15.25,1,162.56,0.03803,-0.403,54.022,0.14817,-1.238,20.083,0.12807,1,55.161,0.02468,1,86.065,0.0438,1,76.502,0.05284,-1.933873,64.64359,0.074388,0.1441493,24.17747,0.2098805,"2"
15.333,1,162.66,0.03792,-0.412,54.2157,0.14763,-1.236,20.124,0.12802,1,55.179,0.0247,1,86.147,0.0438,1,76.544,0.05284,-1.927267,64.71622,0.074331,0.1541594,24.18872,0.2103447,"2"
15.417,1,162.76,0.03782,-0.42,54.4033,0.14713,-1.235,20.166,0.12796,1,55.197,0.02471,1,86.228,0.0438,1,76.584,0.05284,-1.920707,64.78803,0.074277,0.1641694,24.1999,0.2108185,"2"
15.5,1,162.85,0.03772,-0.428,54.5842,0.14668,-1.233,20.206,0.1279,1,55.215,0.02473,1,86.305,0.0438,1,76.622,0.05284,-1.914184,64.8591,0.074226,0.1741794,24.211,0.2113015,"2"
15.583,1,162.92,0.03764,-0.436,54.7587,0.14625,-1.232,20.246,0.12785,1,55.234,0.02475,1,86.381,0.0438,1,76.657,0.05284,-1.907689,64.9295,0.074177,0.1841895,24.22208,0.2117936,"2"
15.667,1,163,0.03756,-0.443,54.9271,0.14587,-1.231,20.285,0.12779,1,55.251,0.02476,1,86.455,0.0438,1,76.691,0.05284,-1.901214,64.99933,0.074131,0.1941996,24.23316,0.2122942,"2"
15.75,1,163.06,0.03749,-0.451,55.0889,0.14551,-1.229,20.324,0.12773,1,55.269,0.02478,1,86.528,0.0438,1,76.723,0.05284,-1.894747,65.06866,0.074087,0.2042096,24.24426,0.2128031,"2"
15.833,1,163.12,0.03743,-0.458,55.244,0.14518,-1.228,20.363,0.12768,1,55.286,0.0248,1,86.598,0.0438,1,76.753,0.05284,-1.888278,65.13759,0.074044,0.2142197,24.2554,0.2133196,"2"
15.917,1,163.18,0.03737,-0.465,55.3943,0.14487,-1.226,20.401,0.12762,1,55.304,0.02481,1,86.667,0.0438,1,76.78,0.05284,-1.881799,65.20619,0.074003,0.2242298,24.26661,0.2138434,"2"
16,1,163.22,0.03732,-0.472,55.538,0.14459,-1.225,20.438,0.12757,1,55.321,0.02483,1,86.734,0.0438,1,76.806,0.05284,-1.875303,65.27452,0.073963,0.2342399,24.2779,0.2143739,"2"
16.083,1,163.27,0.03728,-0.479,55.6765,0.14433,-1.224,20.475,0.12751,1,55.339,0.02485,1,86.799,0.0438,1,76.83,0.05284,-1.868785,65.34261,0.073924,0.24425,24.28929,0.2149107,"2"
16.167,1,163.3,0.03723,-0.485,55.8086,0.14409,-1.222,20.511,0.12745,1,55.355,0.02486,1,86.863,0.0438,1,76.851,0.05284,-1.862244,65.41051,0.073886,0.2542601,24.30081,0.2154533,"2"
16.25,1,163.34,0.0372,-0.491,55.9355,0.14387,-1.221,20.547,0.1274,1,55.373,0.02488,1,86.924,0.0438,1,76.871,0.05284,-1.855679,65.47822,0.073848,0.2642702,24.31246,0.2160013,"2"
16.333,1,163.37,0.03716,-0.497,56.0561,0.14366,-1.22,20.582,0.12734,1,55.39,0.02489,1,86.983,0.0438,1,76.888,0.05284,-1.849089,65.54575,0.073811,0.2742803,24.32425,0.2165542,"2"
16.417,1,163.4,0.03713,-0.503,56.1713,0.14347,-1.218,20.617,0.12729,1,55.406,0.02491,1,87.041,0.0438,1,76.904,0.05284,-1.842477,65.61311,0.073775,0.2842904,24.33623,0.2171116,"2"
16.5,1,163.42,0.03711,-0.508,56.2816,0.1433,-1.217,20.652,0.12723,1,55.424,0.02493,1,87.097,0.0438,1,76.918,0.05284,-1.835842,65.68033,0.073739,0.2943006,24.34839,0.2176733,"2"
16.583,1,163.45,0.03708,-0.513,56.3863,0.14314,-1.216,20.685,0.12718,1,55.441,0.02494,1,87.151,0.0438,1,76.93,0.05284,-1.829187,65.74741,0.073704,0.3043107,24.36079,0.2182388,"2"
16.667,1,163.46,0.03707,-0.518,56.4854,0.14299,-1.214,20.718,0.12712,1,55.457,0.02496,1,87.203,0.0438,1,76.94,0.05284,-1.822515,65.81441,0.073669,0.3143209,24.37343,0.2188078,"2"
16.75,1,163.48,0.03705,-0.523,56.581,0.14286,-1.213,20.751,0.12707,1,55.474,0.02497,1,87.252,0.0438,1,76.949,0.05284,-1.815829,65.88132,0.073634,0.324331,24.38636,0.2193799,"2"
16.833,1,163.49,0.03704,-0.528,56.6713,0.14274,-1.212,20.783,0.12702,1,55.491,0.02499,1,87.3,0.0438,1,76.957,0.05284,-1.809133,65.94817,0.0736,0.3343411,24.39961,0.219955,"2"
16.917,1,163.5,0.03703,-0.532,56.7567,0.14262,-1.21,20.816,0.12696,1,55.506,0.02501,1,87.346,0.0438,1,76.962,0.05284,-1.802433,66.015,0.073566,0.3443513,24.41321,0.2205327,"2"
17,1,163.51,0.03702,-0.536,56.838,0.14252,-1.209,20.847,0.12691,1,55.52,0.02501,1,87.389,0.0438,1,76.967,0.05284,-1.79573,66.08182,0.073532,0.3543614,24.42719,0.2211129,"2"
17.083,1,163.51,0.03701,-0.54,56.9163,0.14243,-1.208,20.878,0.12686,NA,NA,NA,1,87.43,0.0438,1,76.971,0.05284,NA,NA,NA,0.3643716,24.44159,0.2216952,"2"
